TransactionAmount,TransactionType,Channel,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType_original,Channel_original,cluster
37.7,1,0,20,109,1,1741.1,Debit,ATM,0
19.59,1,1,64,122,1,1061.69,Debit,Branch,0
81.35,1,2,41,103,1,7192.45,Debit,Online,2
314.54,0,1,58,228,1,9923.45,Credit,Branch,1
466.64,1,0,58,11,1,10915.11,Debit,ATM,1
397.01,1,0,22,100,1,719.52,Debit,ATM,0
472.48,1,1,55,87,1,7128.82,Debit,Branch,2
67.15,1,2,59,14,1,9028.49,Debit,Online,1
102.67,1,1,79,119,1,4656.94,Debit,Branch,2
460.09,0,2,35,146,3,6990.64,Credit,Online,2
453.49,1,1,66,147,1,6366.43,Debit,Branch,2
267.17,1,0,26,170,1,1382.62,Debit,ATM,0
111.26,1,0,66,43,1,14350.11,Debit,ATM,1
121.17,1,0,68,158,1,12990.77,Debit,ATM,1
213.28,1,1,51,94,1,4835.91,Debit,Branch,2
187.88,1,0,60,180,1,2154.58,Debit,ATM,0
471.88,0,2,34,141,1,14833.34,Credit,Online,1
83.79,1,0,57,47,1,5061.3,Debit,ATM,2
212.14,1,1,72,105,1,7225.06,Debit,Branch,2
99.16,1,2,79,202,1,2607.58,Debit,Online,0
839.33,0,1,60,86,1,11538.97,Credit,Branch,1
29.91,0,2,76,43,3,2834.84,Credit,Online,0
4.24,1,2,38,38,1,7822.73,Debit,Online,2
50.29,0,2,58,64,1,7604.9,Credit,Online,2
135.85,1,2,57,269,1,1480.39,Debit,Online,0
368.53,1,1,68,34,1,13696.31,Debit,Branch,1
17.95,0,1,64,135,1,12344.9,Credit,Branch,1
127.8,0,1,31,47,1,8630.99,Credit,Branch,2
16.73,1,2,45,48,1,2202.62,Debit,Online,0
317.12,1,1,44,80,1,14409.74,Debit,Branch,1
476.63,1,0,79,115,1,4894.25,Debit,ATM,2
156.58,1,1,24,160,1,8981.61,Debit,Branch,2
55.12,0,2,34,261,1,3791.99,Credit,Online,0
15.74,1,1,27,38,1,690.16,Debit,Branch,0
353.68,1,2,70,145,1,6777.12,Debit,Online,2
297.15,1,2,76,178,1,5449.37,Debit,Online,2
647.85,1,1,36,121,1,13779.97,Debit,Branch,1
75.04,1,0,49,178,1,9648.6,Debit,ATM,1
273.92,1,2,28,35,1,1029.15,Debit,Online,0
215.8,0,1,51,66,1,3656.62,Credit,Branch,0
963.77,1,0,41,248,1,6710.51,Debit,ATM,2
420.6,1,1,26,55,1,1778.75,Debit,Branch,0
688.36,0,1,23,22,1,5191.13,Credit,Branch,2
285.18,0,1,55,150,1,14847.97,Credit,Branch,1
213.55,1,0,63,15,1,5238.37,Debit,ATM,2
463.11,0,1,51,159,1,10238.82,Credit,Branch,1
150.03,1,0,73,176,1,7491.42,Debit,ATM,2
428.61,1,1,51,131,1,2116.36,Debit,Branch,0
309.56,1,2,58,147,1,972.04,Debit,Online,0
377.08,0,1,26,71,1,6430.86,Credit,Branch,2
77.25,1,1,68,157,1,14077.97,Debit,Branch,1
146.92,1,0,64,272,1,3990.6,Debit,ATM,0
126.6,1,1,22,146,1,961.65,Debit,Branch,0
101.34,1,0,24,46,1,703.26,Debit,ATM,0
184.97,1,1,58,268,1,1156.67,Debit,Branch,0
451.15,1,0,46,175,1,1356.47,Debit,ATM,0
516.47,0,0,25,94,1,1305.06,Credit,ATM,0
880.04,1,0,25,29,1,261.97,Debit,ATM,0
353.69,1,2,59,163,1,9500.79,Debit,Online,1
66.69,0,1,25,140,1,1210.33,Credit,Branch,0
95.75,1,1,31,169,1,337.62,Debit,Branch,0
43.91,1,2,27,86,1,1806.68,Debit,Online,0
98.03,1,1,54,165,1,6323.45,Debit,Branch,2
617.66,1,0,42,128,1,7155.95,Debit,ATM,2
888.57,1,2,62,102,1,7896.14,Debit,Online,2
107.48,1,1,22,129,1,591.23,Debit,Branch,0
36.57,1,0,62,69,1,2583.07,Debit,ATM,0
575.62,1,2,43,129,1,234.41,Debit,Online,0
84.89,1,0,37,70,1,4735.61,Debit,ATM,2
832.3,0,1,69,86,1,6617.52,Credit,Branch,2
180.65,1,1,22,38,5,816.01,Debit,Branch,0
7.76,0,2,52,84,1,7393.11,Credit,Online,2
109.3,1,1,56,27,1,13510.11,Debit,Branch,1
230.08,1,2,79,124,1,4466.1,Debit,Online,2
361.92,1,0,54,111,1,7474.31,Debit,ATM,2
71.29,1,0,68,55,2,7225.63,Debit,ATM,2
122.45,1,1,46,98,1,7255.49,Debit,Branch,2
642.53,1,0,65,128,1,11417.91,Debit,ATM,1
62.86,1,1,25,31,1,1040.43,Debit,Branch,0
175.21,0,0,69,69,1,6039.04,Credit,ATM,2
168.0,0,1,32,11,1,3498.58,Credit,Branch,0
11.46,1,2,67,73,1,6628.75,Debit,Online,2
382.07,0,1,62,147,1,10156.09,Credit,Branch,1
13.48,1,2,18,20,3,521.88,Debit,Online,0
65.32,1,0,28,54,1,9165.02,Debit,ATM,1
83.07,1,1,27,291,4,6704.76,Debit,Branch,2
730.1,0,1,77,93,1,6384.05,Credit,Branch,2
85.31,1,0,62,27,1,6095.65,Debit,ATM,2
726.61,1,0,18,277,1,1008.76,Debit,ATM,0
130.4,1,1,45,63,1,4381.24,Debit,Branch,2
68.1,1,0,20,47,1,1382.8,Debit,ATM,0
65.26,1,1,26,72,1,7380.63,Debit,Branch,2
191.62,1,1,63,51,1,1981.67,Debit,Branch,0
212.88,1,2,39,122,1,7036.72,Debit,Online,2
88.38,1,0,30,138,1,3707.82,Debit,ATM,0
48.77,0,2,42,51,1,2040.16,Credit,Online,0
289.1,1,0,27,206,1,267.53,Debit,ATM,0
390.09,1,2,26,49,1,2617.23,Debit,Online,0
48.29,1,2,37,242,1,8883.4,Debit,Online,2
333.83,1,0,63,135,1,1660.66,Debit,ATM,0
1074.29,1,1,67,79,1,2011.6,Debit,Branch,0
100.27,1,2,79,51,1,4309.9,Debit,Online,2
44.54,1,0,31,164,1,362.4,Debit,ATM,0
1156.18,0,2,52,40,1,836.69,Credit,Online,0
82.17,1,1,28,21,1,1913.06,Debit,Branch,0
1045.45,1,2,19,150,1,563.46,Debit,Online,0
447.42,1,2,32,65,1,6133.22,Debit,Online,2
590.26,0,1,25,48,1,1068.28,Credit,Branch,0
192.73,1,1,71,157,1,2037.75,Debit,Branch,0
146.01,1,2,26,269,1,221.79,Debit,Online,0
136.05,1,2,24,63,3,1127.54,Debit,Online,0
11.57,0,1,56,64,1,2061.61,Credit,Branch,0
102.34,1,2,51,78,1,9326.28,Debit,Online,1
7.82,1,0,36,273,1,2240.49,Debit,ATM,0
79.43,1,0,74,72,1,6579.37,Debit,ATM,2
386.97,1,1,58,137,1,1876.35,Debit,Branch,0
51.22,1,1,23,82,1,1664.59,Debit,Branch,0
256.05,1,0,54,35,1,6910.18,Debit,ATM,2
7.79,1,1,34,298,1,1319.85,Debit,Branch,0
233.71,1,1,63,11,1,6095.5,Debit,Branch,2
176.37,1,1,55,126,1,2420.86,Debit,Branch,0
122.63,1,1,21,153,1,359.06,Debit,Branch,0
86.41,1,0,75,125,1,3128.71,Debit,ATM,0
21.57,1,0,54,71,1,7587.48,Debit,ATM,2
82.67,1,1,26,46,1,290.59,Debit,Branch,0
451.35,0,1,47,223,1,7707.96,Credit,Branch,2
299.42,0,1,63,53,1,4735.41,Credit,Branch,2
543.47,1,0,18,122,1,6165.03,Debit,ATM,2
346.76,0,1,21,116,1,1637.75,Credit,Branch,0
47.48,1,1,24,66,1,585.52,Debit,Branch,0
64.92,1,1,58,236,1,5481.76,Debit,Branch,2
350.72,0,0,28,48,1,1982.9,Credit,ATM,0
3.8,1,2,65,174,1,5766.96,Debit,Online,2
22.54,1,2,26,42,1,7139.11,Debit,Online,2
767.14,0,1,62,38,1,4732.57,Credit,Branch,2
167.47,1,0,35,103,1,2293.13,Debit,ATM,0
43.65,0,1,30,212,1,2870.67,Credit,Branch,0
391.08,1,2,56,105,1,6885.16,Debit,Online,2
390.77,1,2,44,34,1,5500.56,Debit,Online,2
508.16,1,0,39,131,1,5609.44,Debit,ATM,2
36.76,0,2,65,108,1,1228.93,Credit,Online,0
332.33,1,0,27,101,1,192.63,Debit,ATM,0
362.09,1,1,32,31,1,6590.28,Debit,Branch,2
42.58,1,2,30,80,1,13485.0,Debit,Online,1
122.35,0,1,53,188,1,6472.5,Credit,Branch,2
248.66,1,2,28,113,1,2571.39,Debit,Online,0
461.25,0,2,54,171,1,676.1,Credit,Online,0
61.77,1,1,56,49,1,12352.2,Debit,Branch,1
268.92,1,1,29,148,1,8765.38,Debit,Branch,2
303.97,1,2,24,77,5,1590.88,Debit,Online,0
219.02,0,2,54,68,1,7375.73,Credit,Online,2
125.14,1,1,20,31,1,1845.18,Debit,Branch,0
47.6,1,2,53,115,1,1382.51,Debit,Online,0
592.82,1,2,74,248,1,7508.98,Debit,Online,2
372.5,1,0,22,211,1,3901.82,Debit,ATM,0
4.72,1,1,32,20,1,4792.01,Debit,Branch,2
144.93,1,1,42,74,1,6887.52,Debit,Branch,2
316.56,1,2,28,261,1,8643.51,Debit,Online,2
9.18,1,2,22,140,1,887.32,Debit,Online,0
421.25,1,2,25,66,1,7174.69,Debit,Online,2
185.71,1,1,48,194,1,2679.91,Debit,Branch,0
1432.02,1,1,60,138,1,4315.07,Debit,Branch,2
26.27,0,2,45,177,1,8853.93,Credit,Online,2
297.03,1,2,61,151,1,1088.62,Debit,Online,0
341.67,1,1,53,96,5,1442.29,Debit,Branch,0
99.52,1,0,52,127,1,3798.09,Debit,ATM,0
881.1,1,1,28,16,1,9951.68,Debit,Branch,1
139.69,1,2,52,180,1,9567.94,Debit,Online,1
42.72,1,0,37,143,1,2669.66,Debit,ATM,0
112.72,1,1,31,17,1,9630.0,Debit,Branch,1
568.88,1,1,19,105,1,1307.86,Debit,Branch,0
189.03,1,0,28,50,1,1916.46,Debit,ATM,0
199.8,1,0,20,163,1,167.28,Debit,ATM,0
189.08,1,1,68,238,1,10790.8,Debit,Branch,1
958.9,1,1,31,135,1,9977.49,Debit,Branch,1
409.59,1,2,35,50,1,14563.02,Debit,Online,1
349.34,0,0,28,245,1,614.14,Credit,ATM,0
283.15,1,2,24,180,1,603.79,Debit,Online,0
151.82,1,0,51,105,1,2197.12,Debit,ATM,0
438.59,1,2,37,103,1,8994.39,Debit,Online,1
590.57,1,0,79,93,1,3224.6,Debit,ATM,0
63.74,1,2,63,31,1,4336.4,Debit,Online,2
77.02,0,2,59,132,1,800.83,Credit,Online,0
501.15,1,1,47,208,1,8821.84,Debit,Branch,2
917.81,1,0,64,75,2,3173.17,Debit,ATM,0
8.95,1,2,76,102,1,3299.84,Debit,Online,0
173.6,1,2,21,160,1,421.44,Debit,Online,0
149.4,1,0,53,123,1,1035.22,Debit,ATM,0
388.21,0,1,53,237,1,9724.49,Credit,Branch,1
484.3,0,2,61,230,3,7910.3,Credit,Online,2
126.04,0,1,65,167,1,6041.69,Credit,Branch,2
52.04,0,1,50,31,1,8436.12,Credit,Branch,2
389.7,0,1,62,216,1,7125.15,Credit,Branch,2
161.1,0,0,19,104,1,239.12,Credit,ATM,0
309.77,0,2,67,137,1,4378.14,Credit,Online,2
838.57,1,0,41,273,1,14576.47,Debit,ATM,1
202.55,1,0,21,34,2,701.73,Debit,ATM,0
724.18,1,1,41,134,1,10922.78,Debit,Branch,1
124.98,1,0,24,78,1,642.0,Debit,ATM,0
487.32,1,1,52,164,1,7707.96,Debit,Branch,2
635.91,0,1,46,78,1,13267.09,Credit,Branch,1
205.65,1,1,62,144,1,3582.16,Debit,Branch,0
39.41,1,1,25,132,1,921.91,Debit,Branch,0
254.0,1,1,35,63,1,5788.53,Debit,Branch,2
436.8,1,1,36,213,1,4515.43,Debit,Branch,2
224.73,1,1,76,63,1,7551.89,Debit,Branch,2
752.69,0,0,65,115,1,14489.69,Credit,ATM,1
78.5,0,1,31,41,1,13991.5,Credit,Branch,1
50.0,0,0,53,87,1,185.87,Credit,ATM,0
132.42,1,0,18,164,1,726.39,Debit,ATM,0
11.67,1,1,76,105,1,7458.63,Debit,Branch,2
83.16,1,0,61,177,1,3065.87,Debit,ATM,0
149.02,0,1,46,176,1,9379.72,Credit,Branch,1
74.27,0,2,59,148,1,13696.61,Credit,Online,1
876.57,0,0,62,118,1,3743.63,Credit,ATM,0
615.58,1,0,42,133,1,14343.0,Debit,ATM,1
643.03,0,2,36,52,1,2882.16,Credit,Online,0
7.95,1,0,79,65,1,5631.2,Debit,ATM,2
270.92,0,1,77,143,1,4574.43,Credit,Branch,2
499.48,1,0,24,133,1,1242.62,Debit,ATM,0
841.5,0,1,25,287,1,352.31,Credit,Branch,0
138.82,1,2,77,53,1,3100.22,Debit,Online,0
231.46,0,1,60,83,1,4707.24,Credit,Branch,2
292.08,1,0,72,32,1,7950.48,Debit,ATM,2
63.98,1,2,54,258,1,7954.12,Debit,Online,2
235.21,1,1,67,74,1,5946.61,Debit,Branch,2
201.73,1,2,57,78,1,6650.71,Debit,Online,2
161.31,1,0,28,13,1,1268.67,Debit,ATM,0
18.41,1,1,53,168,1,8287.54,Debit,Branch,2
471.75,0,1,34,41,1,12948.5,Credit,Branch,1
290.02,1,1,55,246,1,4746.71,Debit,Branch,2
48.05,1,1,27,38,1,5334.97,Debit,Branch,2
359.42,1,1,55,30,1,1765.45,Debit,Branch,0
32.91,1,2,19,255,1,427.3,Debit,Online,0
3.8,1,1,67,140,1,6285.39,Debit,Branch,2
31.81,1,2,51,149,1,1406.6,Debit,Online,0
220.2,1,2,28,102,1,1075.15,Debit,Online,0
476.03,0,1,77,99,1,5958.34,Credit,Branch,2
141.91,1,1,23,49,1,791.97,Debit,Branch,0
95.83,1,2,27,91,1,1726.4,Debit,Online,0
51.15,0,1,46,199,1,8992.25,Credit,Branch,1
1192.2,0,1,60,103,5,7816.41,Credit,Branch,2
50.75,1,0,62,185,1,8271.47,Debit,ATM,2
185.07,1,1,22,159,1,636.42,Debit,Branch,0
293.54,1,2,40,45,1,2290.1,Debit,Online,0
23.38,1,1,32,89,1,9968.49,Debit,Branch,1
285.26,1,0,28,93,1,167.72,Debit,ATM,0
129.48,1,0,31,179,1,7581.7,Debit,ATM,2
743.03,1,0,50,174,1,4111.38,Debit,ATM,2
297.86,0,0,28,96,1,1680.14,Credit,ATM,0
231.92,1,0,66,12,1,5715.08,Debit,ATM,2
295.82,0,1,47,46,1,5897.73,Credit,Branch,2
302.86,1,2,55,275,1,5239.24,Debit,Online,2
81.08,1,0,58,56,1,7788.91,Debit,ATM,2
775.6,0,1,79,158,1,3898.64,Credit,Branch,0
178.43,1,1,26,136,1,1214.93,Debit,Branch,0
211.91,1,2,20,181,1,927.47,Debit,Online,0
17.21,1,2,23,219,1,914.16,Debit,Online,0
124.22,1,0,23,172,1,9695.04,Debit,ATM,1
38.37,1,0,63,135,1,8647.04,Debit,ATM,2
269.79,1,0,52,17,1,1292.1,Debit,ATM,0
605.42,1,0,21,33,1,392.34,Debit,ATM,0
11.19,1,0,60,40,1,9877.17,Debit,ATM,1
29.19,0,1,58,41,1,12059.85,Credit,Branch,1
701.7,0,2,61,64,1,6643.24,Credit,Online,2
862.34,1,1,57,72,1,9903.48,Debit,Branch,1
410.97,1,0,22,45,1,151.42,Debit,ATM,0
36.97,1,1,41,79,1,2850.92,Debit,Branch,0
137.59,1,0,30,95,1,10679.67,Debit,ATM,1
168.11,0,2,51,12,1,10652.13,Credit,Online,1
430.98,1,1,24,93,1,569.25,Debit,Branch,0
13.87,1,1,24,20,1,954.83,Debit,Branch,0
642.68,1,0,76,66,1,1831.2,Debit,ATM,0
175.07,1,2,28,169,2,9274.64,Debit,Online,1
302.82,1,0,36,175,1,9384.54,Debit,ATM,1
1647.74,1,0,67,52,1,1483.84,Debit,ATM,0
406.81,1,2,66,84,1,1968.36,Debit,Online,0
256.3,1,2,53,172,1,4203.05,Debit,Online,2
80.96,0,2,19,97,1,959.94,Credit,Online,0
95.78,1,2,22,27,1,271.64,Debit,Online,0
379.54,0,1,41,118,1,12571.76,Credit,Branch,1
903.19,1,2,22,65,1,8627.08,Debit,Online,2
142.19,1,1,18,27,4,524.46,Debit,Branch,0
847.45,1,1,28,175,1,422.32,Debit,Branch,0
295.18,0,1,66,31,1,12961.53,Credit,Branch,1
18.46,1,1,68,213,1,6381.6,Debit,Branch,2
603.23,1,1,28,48,1,117.98,Debit,Branch,0
54.5,0,1,57,147,1,1715.22,Credit,Branch,0
414.77,1,2,29,274,1,5599.81,Debit,Online,2
886.19,1,1,61,69,1,7904.24,Debit,Branch,2
440.03,1,2,49,88,1,1490.44,Debit,Online,0
35.46,1,0,56,285,1,1532.72,Debit,ATM,0
76.39,1,1,18,219,1,5976.0,Debit,Branch,2
595.91,0,0,19,162,1,1673.76,Credit,ATM,0
6.03,1,1,76,70,1,3290.72,Debit,Branch,0
249.34,1,0,26,197,1,3030.97,Debit,ATM,0
421.52,1,1,20,67,1,369.86,Debit,Branch,0
189.77,1,1,58,24,1,6570.36,Debit,Branch,2
73.19,1,1,76,213,1,2264.98,Debit,Branch,0
188.13,0,2,75,198,1,5029.87,Credit,Online,2
30.52,1,1,62,122,1,12327.74,Debit,Branch,1
1235.69,0,1,20,118,1,420.25,Credit,Branch,0
1159.39,1,2,41,150,1,6499.53,Debit,Online,2
170.24,1,1,62,133,1,5172.99,Debit,Branch,2
56.62,1,1,54,121,1,8981.1,Debit,Branch,2
53.14,1,0,34,70,1,7915.0,Debit,ATM,2
587.23,1,2,27,144,1,500.84,Debit,Online,0
146.15,1,1,43,75,1,13784.4,Debit,Branch,1
21.27,0,2,62,114,1,7392.79,Credit,Online,2
1397.59,0,0,26,144,1,1134.79,Credit,ATM,0
76.02,0,2,34,189,1,14765.41,Credit,Online,1
170.19,0,1,27,156,5,745.87,Credit,Branch,0
155.51,1,0,68,15,1,5360.19,Debit,ATM,2
135.15,1,2,72,50,1,5878.14,Debit,Online,2
39.48,1,0,56,38,1,5889.51,Debit,ATM,2
451.68,1,2,33,15,1,4381.54,Debit,Online,2
19.11,0,2,49,160,1,8478.46,Credit,Online,2
355.0,0,2,26,33,1,185.47,Credit,Online,0
427.69,1,0,43,236,1,2443.54,Debit,ATM,0
254.86,1,1,23,102,1,699.9,Debit,Branch,0
19.48,1,0,27,114,1,4739.59,Debit,ATM,2
190.17,1,0,49,265,1,12893.85,Debit,ATM,1
91.38,1,0,65,179,1,2402.58,Debit,ATM,0
206.63,0,2,59,128,1,7626.53,Credit,Online,2
93.22,1,2,52,52,1,1014.63,Debit,Online,0
547.98,1,0,28,171,1,1358.54,Debit,ATM,0
641.06,1,0,23,25,1,1602.13,Debit,ATM,0
314.55,0,1,27,19,2,1105.89,Credit,Branch,0
836.45,1,2,61,63,1,1731.89,Debit,Online,0
1095.09,1,0,29,52,1,8692.47,Debit,ATM,2
189.45,0,1,53,62,1,12578.75,Credit,Branch,1
91.84,0,1,67,80,1,1712.41,Credit,Branch,0
609.52,1,0,78,169,1,3485.03,Debit,ATM,0
859.3,0,1,78,68,1,1146.78,Credit,Branch,0
100.01,1,0,50,63,1,6393.12,Debit,ATM,2
28.78,0,2,40,51,1,680.55,Credit,Online,0
111.08,1,2,70,83,1,7037.34,Debit,Online,2
470.96,0,2,69,124,2,12991.03,Credit,Online,1
52.23,0,1,28,96,1,105.01,Credit,Branch,0
78.62,1,1,32,52,1,1360.85,Debit,Branch,0
47.79,1,1,25,37,1,1649.92,Debit,Branch,0
333.97,1,1,52,45,1,5237.36,Debit,Branch,2
30.87,1,0,33,295,1,14348.65,Debit,ATM,1
710.43,1,2,67,115,1,5625.55,Debit,Online,2
220.23,1,0,41,48,1,3438.02,Debit,ATM,0
27.28,1,0,29,96,1,10668.24,Debit,ATM,1
101.52,1,0,49,98,1,2018.9,Debit,ATM,0
162.65,1,0,59,147,1,9500.95,Debit,ATM,1
10.52,1,0,55,30,1,2472.99,Debit,ATM,0
270.72,1,1,38,37,1,6522.47,Debit,Branch,2
202.34,1,2,20,134,1,1223.45,Debit,Online,0
247.58,1,0,39,152,1,778.74,Debit,ATM,0
686.17,1,0,61,96,1,2246.15,Debit,ATM,0
359.65,0,2,25,289,1,219.53,Credit,Online,0
109.91,1,1,38,90,1,12896.06,Debit,Branch,1
215.72,0,1,30,137,1,8697.11,Credit,Branch,2
490.76,1,2,66,156,1,6414.11,Debit,Online,2
224.28,1,2,64,68,1,5767.51,Debit,Online,2
614.03,1,0,68,51,1,2815.86,Debit,ATM,0
608.79,1,2,55,157,1,2991.17,Debit,Online,0
186.55,1,1,48,288,1,224.65,Debit,Branch,0
840.16,0,1,20,68,1,1236.76,Credit,Branch,0
203.34,1,0,60,66,1,13586.99,Debit,ATM,1
90.88,1,0,26,284,1,7117.35,Debit,ATM,2
60.11,0,1,61,122,1,7235.87,Credit,Branch,2
393.92,1,1,72,47,1,7318.64,Debit,Branch,2
19.39,1,0,43,45,1,9847.6,Debit,ATM,1
557.41,0,2,80,49,1,2968.75,Credit,Online,0
57.07,0,2,31,99,1,9323.71,Credit,Online,1
395.27,0,2,18,167,1,1764.08,Credit,Online,0
289.05,1,0,75,116,1,5683.49,Debit,ATM,2
46.11,1,2,33,233,1,5225.73,Debit,Online,2
335.5,1,0,63,47,1,6445.4,Debit,ATM,2
388.07,1,2,24,68,1,289.71,Debit,Online,0
520.86,0,2,51,66,1,9200.74,Credit,Online,1
787.41,1,2,25,39,1,300.87,Debit,Online,0
31.7,0,0,48,121,1,743.9,Credit,ATM,0
22.3,1,0,21,90,1,1200.35,Debit,ATM,0
203.12,1,0,56,181,1,1562.39,Debit,ATM,0
315.94,0,1,49,172,1,7719.71,Credit,Branch,2
192.23,1,2,54,39,3,2610.67,Debit,Online,0
1510.71,1,2,66,51,1,2060.02,Debit,Online,0
0.26,1,2,20,173,1,1833.67,Debit,Online,0
210.77,1,0,71,161,1,5396.65,Debit,ATM,2
406.65,1,0,57,107,1,12995.7,Debit,ATM,1
422.9,1,0,40,111,1,7616.43,Debit,ATM,2
20.62,0,0,35,225,1,12500.8,Credit,ATM,1
174.39,1,0,19,36,1,1127.08,Debit,ATM,0
7.86,0,1,76,91,1,3621.98,Credit,Branch,0
61.98,1,2,49,44,1,5212.28,Debit,Online,2
54.85,0,1,58,40,1,2727.45,Credit,Branch,0
204.7,1,1,49,95,5,5117.03,Debit,Branch,2
16.55,1,1,26,159,1,6089.79,Debit,Branch,2
91.32,1,1,58,77,1,2618.1,Debit,Branch,0
195.49,1,0,31,212,1,11988.12,Debit,ATM,1
49.62,1,0,55,111,1,3841.42,Debit,ATM,0
487.16,0,1,28,84,1,321.21,Credit,Branch,0
405.6,1,2,37,44,1,9754.73,Debit,Online,1
512.95,1,1,57,143,1,9584.52,Debit,Branch,1
345.94,1,0,31,163,1,7624.56,Debit,ATM,2
356.56,1,2,47,52,1,2485.73,Debit,Online,0
10.31,1,2,36,280,1,2137.9,Debit,Online,0
211.69,1,1,30,111,1,6412.85,Debit,Branch,2
221.49,0,1,23,196,1,707.25,Credit,Branch,0
278.23,1,2,48,83,1,8300.54,Debit,Online,2
116.88,1,0,45,263,1,7717.34,Debit,ATM,2
328.77,0,2,39,247,1,6967.03,Credit,Online,2
77.53,1,1,54,55,1,5158.6,Debit,Branch,2
421.74,1,2,67,103,1,12031.14,Debit,Online,1
313.69,1,1,73,152,1,7093.68,Debit,Branch,2
411.72,1,1,29,153,1,8539.86,Debit,Branch,2
508.73,1,1,59,89,1,7640.57,Debit,Branch,2
153.08,1,0,24,201,1,1292.21,Debit,ATM,0
23.01,1,1,63,166,1,5958.75,Debit,Branch,2
69.28,1,2,25,129,1,708.74,Debit,Online,0
51.25,0,1,28,66,1,1744.4,Credit,Branch,0
407.65,1,0,25,263,1,273.78,Debit,ATM,0
459.25,1,1,25,59,1,130.76,Debit,Branch,0
301.56,1,1,49,118,1,10389.6,Debit,Branch,1
17.67,1,2,63,91,1,1048.18,Debit,Online,0
5.29,0,2,32,132,1,12896.68,Credit,Online,1
401.37,1,1,43,251,1,8208.54,Debit,Branch,2
145.4,1,2,38,24,1,5244.49,Debit,Online,2
556.34,1,2,37,46,1,11935.14,Debit,Online,1
34.31,1,0,24,251,1,1484.76,Debit,ATM,0
780.59,0,2,23,145,1,6513.34,Credit,Online,2
282.65,1,0,35,161,1,13801.15,Debit,ATM,1
305.27,1,2,68,147,1,12958.65,Debit,Online,1
185.81,1,2,32,116,1,9588.71,Debit,Online,1
66.01,1,2,49,179,1,3475.99,Debit,Online,0
447.95,1,1,29,75,1,7544.4,Debit,Branch,2
279.3,1,0,19,48,1,1193.61,Debit,ATM,0
26.75,1,2,33,27,1,12063.77,Debit,Online,1
611.15,1,0,27,121,1,892.83,Debit,ATM,0
275.2,1,2,54,81,1,1230.12,Debit,Online,0
427.79,1,1,18,189,1,1479.67,Debit,Branch,0
469.13,0,0,54,139,1,1265.28,Credit,ATM,0
102.81,1,1,76,47,1,3228.87,Debit,Branch,0
22.61,1,2,19,145,1,1111.67,Debit,Online,0
68.28,1,2,56,293,1,3213.16,Debit,Online,0
33.65,0,2,63,146,1,12719.93,Credit,Online,1
362.68,0,0,63,137,1,2040.77,Credit,ATM,0
73.23,1,1,20,172,1,1309.85,Debit,Branch,0
654.49,0,2,25,104,1,164.61,Credit,Online,0
18.56,0,1,49,161,1,4230.37,Credit,Branch,2
389.05,1,0,27,41,1,761.0,Debit,ATM,0
7.38,1,2,67,105,1,2923.83,Debit,Online,0
109.48,1,2,61,93,1,7372.47,Debit,Online,2
66.91,1,0,39,85,1,871.1,Debit,ATM,0
335.48,1,1,45,155,1,3023.16,Debit,Branch,0
38.14,1,2,19,174,1,1119.21,Debit,Online,0
1076.98,1,1,60,173,1,11833.73,Debit,Branch,1
360.02,1,2,68,68,1,6400.59,Debit,Online,2
567.71,1,2,63,80,1,13884.24,Debit,Online,1
218.19,1,0,19,185,1,620.83,Debit,ATM,0
209.99,1,0,19,40,1,1938.01,Debit,ATM,0
11.02,1,1,19,280,1,964.79,Debit,Branch,0
83.43,1,2,56,109,1,1870.16,Debit,Online,0
344.97,1,2,34,106,1,5577.94,Debit,Online,2
172.29,1,0,36,283,1,8700.8,Debit,ATM,2
195.54,1,2,60,255,1,2794.66,Debit,Online,0
101.23,1,2,45,87,1,6169.71,Debit,Online,2
180.46,1,0,25,34,1,831.75,Debit,ATM,0
692.55,1,1,53,109,1,2451.56,Debit,Branch,0
147.31,0,2,34,92,1,13625.52,Credit,Online,1
107.48,1,1,20,103,1,1379.39,Debit,Branch,0
1831.02,0,2,62,83,1,11498.01,Credit,Online,1
81.51,1,1,25,97,1,865.49,Debit,Branch,0
365.48,0,2,76,216,1,7147.4,Credit,Online,2
491.1,0,2,35,125,1,7833.85,Credit,Online,2
452.8,1,1,80,151,1,4840.67,Debit,Branch,2
645.04,1,1,70,78,1,7361.47,Debit,Branch,2
169.28,1,1,45,114,1,5128.44,Debit,Branch,2
88.42,1,0,62,91,1,12381.45,Debit,ATM,1
155.53,1,0,29,66,1,4008.05,Debit,ATM,0
991.82,1,2,43,300,1,3493.13,Debit,Online,0
39.24,1,0,77,106,1,6462.41,Debit,ATM,2
152.01,1,0,42,111,3,4625.12,Debit,ATM,2
78.77,0,0,48,50,1,6470.57,Credit,ATM,2
26.5,1,2,48,179,1,4854.83,Debit,Online,2
83.62,1,0,48,146,1,12652.22,Debit,ATM,1
142.78,1,1,68,150,1,11705.88,Debit,Branch,1
55.99,1,0,35,95,1,932.61,Debit,ATM,0
774.48,1,1,61,31,1,11613.58,Debit,Branch,1
105.37,1,0,25,160,1,1068.55,Debit,ATM,0
118.83,1,2,28,295,1,1616.3,Debit,Online,0
46.22,1,1,23,217,1,471.28,Debit,Branch,0
659.71,0,1,21,148,1,106.86,Credit,Branch,0
